age,value_eur,international_reputation,pace,shooting,passing,dribbling,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_ball_control,movement_agility,movement_reactions,movement_balance,power_long_shots,mentality_positioning,mentality_penalties,mentality_composure,overall
31,2100000,1,85.0,70.0,61.0,68.0,66.0,71,63,66,65,66,82,75,71,66,76,65,71.0,71
31,2100000,1,85.0,70.0,61.0,68.0,66.0,71,63,66,65,66,82,75,71,66,76,65,71.0,70
32,1400000,1,81.0,69.0,61.0,68.0,63.0,70,63,66,65,66,80,73,71,66,74,65,71.0,73
32,1400000,1,81.0,69.0,61.0,68.0,63.0,70,63,66,65,66,80,73,71,66,74,65,71.0,72
32,1400000,1,81.0,69.0,61.0,68.0,63.0,70,63,66,65,66,80,73,71,66,74,65,71.0,72
32,1400000,1,81.0,69.0,61.0,68.0,63.0,70,63,66,65,66,80,73,71,66,74,65,71.0,71
32,1400000,1,81.0,69.0,61.0,68.0,63.0,70,63,66,65,66,80,73,71,66,74,65,71.0,70
24,250000,1,75.0,48.0,49.0,70.0,44.0,51,34,50,68,65,88,61,86,33,53,65,0.0,60
28,0,2,72.0,81.0,68.0,76.0,80.0,82,79,67,77,78,68,78,61,79,81,81,84.0,80
28,0,2,72.0,81.0,68.0,76.0,80.0,82,79,67,77,78,68,78,61,79,81,81,84.0,78
28,0,2,72.0,81.0,68.0,76.0,80.0,82,79,67,77,78,68,78,61,79,81,81,84.0,80
30,10000000,2,69.0,78.0,68.0,74.0,82.0,77,76,69,74,78,67,76,64,76,80,81,81.0,80
30,10000000,2,69.0,78.0,68.0,74.0,82.0,77,76,69,74,78,67,76,64,76,80,81,81.0,78
30,10000000,2,69.0,78.0,68.0,74.0,82.0,77,76,69,74,78,67,76,64,76,80,81,81.0,80
31,13500000,2,71.0,79.0,72.0,75.0,86.0,78,79,72,77,79,60,79,56,76,81,78,83.0,80
31,13500000,2,71.0,79.0,72.0,75.0,86.0,78,79,72,77,79,60,79,56,76,81,78,83.0,78
31,13500000,2,71.0,79.0,72.0,75.0,86.0,78,79,72,77,79,60,79,56,76,81,78,83.0,80
25,5000000,1,68.0,75.0,59.0,66.0,76.0,80,87,64,67,71,58,78,58,70,79,72,0.0,75
25,5000000,1,68.0,75.0,59.0,66.0,76.0,80,87,64,67,71,58,78,58,70,79,72,0.0,76
25,5000000,1,68.0,75.0,59.0,66.0,76.0,80,87,64,67,71,58,78,58,70,79,72,0.0,73
25,5000000,1,68.0,75.0,59.0,66.0,76.0,80,87,64,67,71,58,78,58,70,79,72,0.0,71
25,5000000,1,68.0,75.0,59.0,66.0,76.0,80,87,64,67,71,58,78,58,70,79,72,0.0,70
26,6500000,2,68.0,75.0,59.0,66.0,76.0,77,85,63,66,69,58,74,58,68,77,71,74.0,75
26,6500000,2,68.0,75.0,59.0,66.0,76.0,77,85,63,66,69,58,74,58,68,77,71,74.0,76
26,6500000,2,68.0,75.0,59.0,66.0,76.0,77,85,63,66,69,58,74,58,68,77,71,74.0,73
26,6500000,2,68.0,75.0,59.0,66.0,76.0,77,85,63,66,69,58,74,58,68,77,71,74.0,71
26,6500000,2,68.0,75.0,59.0,66.0,76.0,77,85,63,66,69,58,74,58,68,77,71,74.0,70
27,4300000,2,60.0,72.0,57.0,64.0,74.0,76,79,63,66,69,58,74,55,68,77,71,74.0,75
27,4300000,2,60.0,72.0,57.0,64.0,74.0,76,79,63,66,69,58,74,55,68,77,71,74.0,76
27,4300000,2,60.0,72.0,57.0,64.0,74.0,76,79,63,66,69,58,74,55,68,77,71,74.0,73
27,4300000,2,60.0,72.0,57.0,64.0,74.0,76,79,63,66,69,58,74,55,68,77,71,74.0,71
27,4300000,2,60.0,72.0,57.0,64.0,74.0,76,79,63,66,69,58,74,55,68,77,71,74.0,70
28,2400000,2,60.0,70.0,57.0,61.0,69.0,71,75,61,61,63,56,74,54,64,76,69,74.0,75
28,2400000,2,60.0,70.0,57.0,61.0,69.0,71,75,61,61,63,56,74,54,64,76,69,74.0,76
28,2400000,2,60.0,70.0,57.0,61.0,69.0,71,75,61,61,63,56,74,54,64,76,69,74.0,73
28,2400000,2,60.0,70.0,57.0,61.0,69.0,71,75,61,61,63,56,74,54,64,76,69,74.0,71
28,2400000,2,60.0,70.0,57.0,61.0,69.0,71,75,61,61,63,56,74,54,64,76,69,74.0,70
29,1800000,2,57.0,70.0,57.0,61.0,67.0,71,75,61,61,63,56,72,54,64,74,69,72.0,75
29,1800000,2,57.0,70.0,57.0,61.0,67.0,71,75,61,61,63,56,72,54,64,74,69,72.0,76
29,1800000,2,57.0,70.0,57.0,61.0,67.0,71,75,61,61,63,56,72,54,64,74,69,72.0,73
29,1800000,2,57.0,70.0,57.0,61.0,67.0,71,75,61,61,63,56,72,54,64,74,69,72.0,71
29,1800000,2,57.0,70.0,57.0,61.0,67.0,71,75,61,61,63,56,72,54,64,74,69,72.0,70
25,18000000,2,81.0,71.0,75.0,88.0,58.0,72,47,80,91,87,89,87,87,68,79,64,0.0,80
25,18000000,2,81.0,71.0,75.0,88.0,58.0,72,47,80,91,87,89,87,87,68,79,64,0.0,83
26,27000000,3,81.0,73.0,77.0,88.0,56.0,74,46,79,92,87,93,84,88,77,77,75,86.0,80
26,27000000,3,81.0,73.0,77.0,88.0,56.0,74,46,79,92,87,93,84,88,77,77,75,86.0,83
26,450000,1,74.0,58.0,62.0,70.0,62.0,51,51,65,69,70,84,67,72,61,54,65,66.0,64
34,150000,1,71.0,61.0,49.0,56.0,67.0,61,68,48,68,43,32,71,48,67,62,48,0.0,62
26,850000,1,52.0,67.0,50.0,56.0,71.0,68,79,64,58,66,59,70,56,57,69,62,0.0,67
26,850000,1,52.0,67.0,50.0,56.0,71.0,68,79,64,58,66,59,70,56,57,69,62,0.0,68
26,850000,1,52.0,67.0,50.0,56.0,71.0,68,79,64,58,66,59,70,56,57,69,62,0.0,68
29,900000,1,52.0,67.0,50.0,56.0,71.0,68,78,60,56,64,38,67,39,57,69,61,68.0,67
29,900000,1,52.0,67.0,50.0,56.0,71.0,68,78,60,56,64,38,67,39,57,69,61,68.0,68
29,900000,1,52.0,67.0,50.0,56.0,71.0,68,78,60,56,64,38,67,39,57,69,61,68.0,68
30,875000,1,50.0,66.0,50.0,56.0,75.0,67,78,60,57,65,35,67,31,57,68,61,68.0,67
30,875000,1,50.0,66.0,50.0,56.0,75.0,67,78,60,57,65,35,67,31,57,68,61,68.0,68
30,875000,1,50.0,66.0,50.0,56.0,75.0,67,78,60,57,65,35,67,31,57,68,61,68.0,68
26,650000,1,79.0,64.0,52.0,69.0,65.0,64,63,58,69,69,78,58,71,61,66,71,0.0,65
26,650000,1,79.0,64.0,52.0,69.0,65.0,64,63,58,69,69,78,58,71,61,66,71,0.0,68
26,650000,1,79.0,64.0,52.0,69.0,65.0,64,63,58,69,69,78,58,71,61,66,71,0.0,67
26,650000,1,79.0,64.0,52.0,69.0,65.0,64,63,58,69,69,78,58,71,61,66,71,0.0,64
27,1000000,1,78.0,66.0,52.0,69.0,70.0,67,62,57,68,68,86,57,71,60,69,70,62.0,65
27,1000000,1,78.0,66.0,52.0,69.0,70.0,67,62,57,68,68,86,57,71,60,69,70,62.0,68
27,1000000,1,78.0,66.0,52.0,69.0,70.0,67,62,57,68,68,86,57,71,60,69,70,62.0,67
27,1000000,1,78.0,66.0,52.0,69.0,70.0,67,62,57,68,68,86,57,71,60,69,70,62.0,64
28,800000,1,76.0,65.0,51.0,66.0,69.0,65,62,57,65,65,79,57,71,60,67,69,60.0,65
28,800000,1,76.0,65.0,51.0,66.0,69.0,65,62,57,65,65,79,57,71,60,67,69,60.0,68
28,800000,1,76.0,65.0,51.0,66.0,69.0,65,62,57,65,65,79,57,71,60,67,69,60.0,67
28,800000,1,76.0,65.0,51.0,66.0,69.0,65,62,57,65,65,79,57,71,60,67,69,60.0,64
29,450000,1,74.0,62.0,50.0,65.0,64.0,60,62,57,65,63,78,54,70,60,59,69,57.0,65
29,450000,1,74.0,62.0,50.0,65.0,64.0,60,62,57,65,63,78,54,70,60,59,69,57.0,68
29,450000,1,74.0,62.0,50.0,65.0,64.0,60,62,57,65,63,78,54,70,60,59,69,57.0,67
29,450000,1,74.0,62.0,50.0,65.0,64.0,60,62,57,65,63,78,54,70,60,59,69,57.0,64
24,1200000,1,75.0,70.0,63.0,66.0,71.0,71,65,65,69,69,62,58,43,73,67,73,0.0,68
24,1200000,1,75.0,70.0,63.0,66.0,71.0,71,65,65,69,69,62,58,43,73,67,73,0.0,70
24,1200000,1,75.0,70.0,63.0,66.0,71.0,71,65,65,69,69,62,58,43,73,67,73,0.0,68
25,1600000,1,76.0,70.0,63.0,66.0,72.0,68,64,64,69,68,62,57,43,72,66,71,72.0,68
25,1600000,1,76.0,70.0,63.0,66.0,72.0,68,64,64,69,68,62,57,43,72,66,71,72.0,70
25,1600000,1,76.0,70.0,63.0,66.0,72.0,68,64,64,69,68,62,57,43,72,66,71,72.0,68
26,1100000,1,71.0,69.0,64.0,67.0,70.0,68,63,63,70,68,62,57,43,71,65,77,72.0,68
26,1100000,1,71.0,69.0,64.0,67.0,70.0,68,63,63,70,68,62,57,43,71,65,77,72.0,70
26,1100000,1,71.0,69.0,64.0,67.0,70.0,68,63,63,70,68,62,57,43,71,65,77,72.0,68
27,9500000,2,94.0,67.0,70.0,82.0,66.0,66,53,73,84,80,86,74,80,57,79,65,0.0,78
27,9500000,2,94.0,67.0,70.0,82.0,66.0,66,53,73,84,80,86,74,80,57,79,65,0.0,76
27,9500000,2,94.0,67.0,70.0,82.0,66.0,66,53,73,84,80,86,74,80,57,79,65,0.0,75
27,9500000,2,94.0,67.0,70.0,82.0,66.0,66,53,73,84,80,86,74,80,57,79,65,0.0,74
27,9500000,2,94.0,67.0,70.0,82.0,66.0,66,53,73,84,80,86,74,80,57,79,65,0.0,74
28,5000000,2,95.0,65.0,68.0,80.0,66.0,66,53,75,80,78,86,74,80,57,76,63,70.0,78
28,5000000,2,95.0,65.0,68.0,80.0,66.0,66,53,75,80,78,86,74,80,57,76,63,70.0,76
28,5000000,2,95.0,65.0,68.0,80.0,66.0,66,53,75,80,78,86,74,80,57,76,63,70.0,75
28,5000000,2,95.0,65.0,68.0,80.0,66.0,66,53,75,80,78,86,74,80,57,76,63,70.0,74
28,5000000,2,95.0,65.0,68.0,80.0,66.0,66,53,75,80,78,86,74,80,57,76,63,70.0,74
29,6500000,2,96.0,65.0,66.0,77.0,66.0,66,53,74,80,78,86,74,80,57,72,63,70.0,78
29,6500000,2,96.0,65.0,66.0,77.0,66.0,66,53,74,80,78,86,74,80,57,72,63,70.0,76
29,6500000,2,96.0,65.0,66.0,77.0,66.0,66,53,74,80,78,86,74,80,57,72,63,70.0,75
29,6500000,2,96.0,65.0,66.0,77.0,66.0,66,53,74,80,78,86,74,80,57,72,63,70.0,74
29,6500000,2,96.0,65.0,66.0,77.0,66.0,66,53,74,80,78,86,74,80,57,72,63,70.0,74
30,5500000,2,94.0,65.0,65.0,77.0,66.0,66,53,69,77,76,86,67,80,57,72,63,65.0,78
30,5500000,2,94.0,65.0,65.0,77.0,66.0,66,53,69,77,76,86,67,80,57,72,63,65.0,76
30,5500000,2,94.0,65.0,65.0,77.0,66.0,66,53,69,77,76,86,67,80,57,72,63,65.0,75
30,5500000,2,94.0,65.0,65.0,77.0,66.0,66,53,69,77,76,86,67,80,57,72,63,65.0,74
30,5500000,2,94.0,65.0,65.0,77.0,66.0,66,53,69,77,76,86,67,80,57,72,63,65.0,74
31,4900000,2,90.0,65.0,65.0,77.0,63.0,66,53,69,77,76,86,67,80,57,72,63,65.0,78
31,4900000,2,90.0,65.0,65.0,77.0,63.0,66,53,69,77,76,86,67,80,57,72,63,65.0,76
31,4900000,2,90.0,65.0,65.0,77.0,63.0,66,53,69,77,76,86,67,80,57,72,63,65.0,75
31,4900000,2,90.0,65.0,65.0,77.0,63.0,66,53,69,77,76,86,67,80,57,72,63,65.0,74
31,4900000,2,90.0,65.0,65.0,77.0,63.0,66,53,69,77,76,86,67,80,57,72,63,65.0,74
28,1000000,1,82.0,74.0,63.0,67.0,60.0,69,49,69,67,68,81,84,66,80,74,63,0.0,69
28,1700000,1,64.0,70.0,52.0,64.0,74.0,73,72,60,59,70,74,68,58,62,75,74,70.0,71
28,1700000,1,64.0,70.0,52.0,64.0,74.0,73,72,60,59,70,74,68,58,62,75,74,70.0,70
28,1700000,1,64.0,70.0,52.0,64.0,74.0,73,72,60,59,70,74,68,58,62,75,74,70.0,68
28,1700000,1,64.0,70.0,52.0,64.0,74.0,73,72,60,59,70,74,68,58,62,75,74,70.0,69
29,1800000,1,62.0,69.0,52.0,64.0,73.0,71,70,60,59,69,72,68,56,62,75,74,70.0,71
29,1800000,1,62.0,69.0,52.0,64.0,73.0,71,70,60,59,69,72,68,56,62,75,74,70.0,70
29,1800000,1,62.0,69.0,52.0,64.0,73.0,71,70,60,59,69,72,68,56,62,75,74,70.0,68
29,1800000,1,62.0,69.0,52.0,64.0,73.0,71,70,60,59,69,72,68,56,62,75,74,70.0,69
30,875000,1,55.0,69.0,52.0,63.0,71.0,71,70,60,59,69,71,60,56,62,73,72,66.0,71
30,875000,1,55.0,69.0,52.0,63.0,71.0,71,70,60,59,69,71,60,56,62,73,72,66.0,70
30,875000,1,55.0,69.0,52.0,63.0,71.0,71,70,60,59,69,71,60,56,62,73,72,66.0,68
30,875000,1,55.0,69.0,52.0,63.0,71.0,71,70,60,59,69,71,60,56,62,73,72,66.0,69
31,950000,1,52.0,70.0,54.0,63.0,71.0,72,73,62,59,69,73,60,56,65,73,72,66.0,71
31,950000,1,52.0,70.0,54.0,63.0,71.0,72,73,62,59,69,73,60,56,65,73,72,66.0,70
31,950000,1,52.0,70.0,54.0,63.0,71.0,72,73,62,59,69,73,60,56,65,73,72,66.0,68
31,950000,1,52.0,70.0,54.0,63.0,71.0,72,73,62,59,69,73,60,56,65,73,72,66.0,69
27,5500000,1,71.0,77.0,63.0,75.0,77.0,79,72,64,75,77,72,71,76,73,69,64,77.0,76
27,5500000,1,71.0,77.0,63.0,75.0,77.0,79,72,64,75,77,72,71,76,73,69,64,77.0,72
27,5500000,1,71.0,77.0,63.0,75.0,77.0,79,72,64,75,77,72,71,76,73,69,64,77.0,71
28,3200000,1,64.0,71.0,60.0,74.0,76.0,71,72,60,74,74,71,68,76,69,69,64,73.0,76
28,3200000,1,64.0,71.0,60.0,74.0,76.0,71,72,60,74,74,71,68,76,69,69,64,73.0,72
28,3200000,1,64.0,71.0,60.0,74.0,76.0,71,72,60,74,74,71,68,76,69,69,64,73.0,71
29,2400000,1,65.0,70.0,60.0,72.0,76.0,69,72,60,72,71,71,68,76,69,69,64,70.0,76
29,2400000,1,65.0,70.0,60.0,72.0,76.0,69,72,60,72,71,71,68,76,69,69,64,70.0,72
29,2400000,1,65.0,70.0,60.0,72.0,76.0,69,72,60,72,71,71,68,76,69,69,64,70.0,71
26,400000,1,66.0,64.0,49.0,60.0,53.0,66,64,60,59,62,64,67,68,64,68,63,0.0,63
28,16500000,2,90.0,77.0,79.0,85.0,60.0,84,44,82,85,86,93,79,93,80,83,75,0.0,81
28,16500000,2,90.0,77.0,79.0,85.0,60.0,84,44,82,85,86,93,79,93,80,83,75,0.0,83
28,16500000,2,90.0,77.0,79.0,85.0,60.0,84,44,82,85,86,93,79,93,80,83,75,0.0,83
28,16500000,2,90.0,77.0,79.0,85.0,60.0,84,44,82,85,86,93,79,93,80,83,75,0.0,82
28,16500000,2,90.0,77.0,79.0,85.0,60.0,84,44,82,85,86,93,79,93,80,83,75,0.0,81
29,22500000,2,89.0,79.0,78.0,87.0,60.0,81,37,78,86,87,93,81,93,80,83,75,88.0,81
29,22500000,2,89.0,79.0,78.0,87.0,60.0,81,37,78,86,87,93,81,93,80,83,75,88.0,83
29,22500000,2,89.0,79.0,78.0,87.0,60.0,81,37,78,86,87,93,81,93,80,83,75,88.0,83
29,22500000,2,89.0,79.0,78.0,87.0,60.0,81,37,78,86,87,93,81,93,80,83,75,88.0,82
29,22500000,2,89.0,79.0,78.0,87.0,60.0,81,37,78,86,87,93,81,93,80,83,75,88.0,81
30,25000000,2,84.0,81.0,79.0,87.0,57.0,83,34,79,86,87,92,82,93,81,84,77,88.0,81
30,25000000,2,84.0,81.0,79.0,87.0,57.0,83,34,79,86,87,92,82,93,81,84,77,88.0,83
30,25000000,2,84.0,81.0,79.0,87.0,57.0,83,34,79,86,87,92,82,93,81,84,77,88.0,83
30,25000000,2,84.0,81.0,79.0,87.0,57.0,83,34,79,86,87,92,82,93,81,84,77,88.0,82
30,25000000,2,84.0,81.0,79.0,87.0,57.0,83,34,79,86,87,92,82,93,81,84,77,88.0,81
31,20000000,2,84.0,80.0,79.0,87.0,57.0,80,34,80,86,86,94,80,91,81,82,73,82.0,81
31,20000000,2,84.0,80.0,79.0,87.0,57.0,80,34,80,86,86,94,80,91,81,82,73,82.0,83
31,20000000,2,84.0,80.0,79.0,87.0,57.0,80,34,80,86,86,94,80,91,81,82,73,82.0,83
31,20000000,2,84.0,80.0,79.0,87.0,57.0,80,34,80,86,86,94,80,91,81,82,73,82.0,82
31,20000000,2,84.0,80.0,79.0,87.0,57.0,80,34,80,86,86,94,80,91,81,82,73,82.0,81
32,14000000,2,81.0,79.0,79.0,87.0,56.0,78,34,80,86,86,94,83,93,81,83,73,82.0,81
32,14000000,2,81.0,79.0,79.0,87.0,56.0,78,34,80,86,86,94,83,93,81,83,73,82.0,83
32,14000000,2,81.0,79.0,79.0,87.0,56.0,78,34,80,86,86,94,83,93,81,83,73,82.0,83
32,14000000,2,81.0,79.0,79.0,87.0,56.0,78,34,80,86,86,94,83,93,81,83,73,82.0,82
32,14000000,2,81.0,79.0,79.0,87.0,56.0,78,34,80,86,86,94,83,93,81,83,73,82.0,81
26,3600000,2,69.0,74.0,63.0,73.0,67.0,77,76,71,75,80,72,83,71,69,89,82,0.0,73
26,3600000,2,69.0,74.0,63.0,73.0,67.0,77,76,71,75,80,72,83,71,69,89,82,0.0,74
26,3600000,2,69.0,74.0,63.0,73.0,67.0,77,76,71,75,80,72,83,71,69,89,82,0.0,75
26,3600000,2,69.0,74.0,63.0,73.0,67.0,77,76,71,75,80,72,83,71,69,89,82,0.0,74
26,3600000,2,69.0,74.0,63.0,73.0,67.0,77,76,71,75,80,72,83,71,69,89,82,0.0,75
27,3500000,2,65.0,74.0,61.0,72.0,70.0,80,67,70,72,75,72,77,71,68,81,80,69.0,73
27,3500000,2,65.0,74.0,61.0,72.0,70.0,80,67,70,72,75,72,77,71,68,81,80,69.0,74
27,3500000,2,65.0,74.0,61.0,72.0,70.0,80,67,70,72,75,72,77,71,68,81,80,69.0,75
27,3500000,2,65.0,74.0,61.0,72.0,70.0,80,67,70,72,75,72,77,71,68,81,80,69.0,74
27,3500000,2,65.0,74.0,61.0,72.0,70.0,80,67,70,72,75,72,77,71,68,81,80,69.0,75
28,7000000,2,63.0,74.0,64.0,71.0,67.0,78,74,68,70,74,62,75,71,68,82,80,71.0,73
28,7000000,2,63.0,74.0,64.0,71.0,67.0,78,74,68,70,74,62,75,71,68,82,80,71.0,74
28,7000000,2,63.0,74.0,64.0,71.0,67.0,78,74,68,70,74,62,75,71,68,82,80,71.0,75
28,7000000,2,63.0,74.0,64.0,71.0,67.0,78,74,68,70,74,62,75,71,68,82,80,71.0,74
28,7000000,2,63.0,74.0,64.0,71.0,67.0,78,74,68,70,74,62,75,71,68,82,80,71.0,75
29,5500000,2,63.0,73.0,64.0,71.0,69.0,76,74,68,72,72,62,75,71,67,82,77,73.0,73
29,5500000,2,63.0,73.0,64.0,71.0,69.0,76,74,68,72,72,62,75,71,67,82,77,73.0,74
29,5500000,2,63.0,73.0,64.0,71.0,69.0,76,74,68,72,72,62,75,71,67,82,77,73.0,75
29,5500000,2,63.0,73.0,64.0,71.0,69.0,76,74,68,72,72,62,75,71,67,82,77,73.0,74
29,5500000,2,63.0,73.0,64.0,71.0,69.0,76,74,68,72,72,62,75,71,67,82,77,73.0,75
30,6500000,2,63.0,74.0,70.0,71.0,69.0,77,74,74,72,72,62,75,71,67,83,77,73.0,73
30,6500000,2,63.0,74.0,70.0,71.0,69.0,77,74,74,72,72,62,75,71,67,83,77,73.0,74
30,6500000,2,63.0,74.0,70.0,71.0,69.0,77,74,74,72,72,62,75,71,67,83,77,73.0,75
30,6500000,2,63.0,74.0,70.0,71.0,69.0,77,74,74,72,72,62,75,71,67,83,77,73.0,74
30,6500000,2,63.0,74.0,70.0,71.0,69.0,77,74,74,72,72,62,75,71,67,83,77,73.0,75
26,350000,1,69.0,62.0,57.0,61.0,66.0,65,56,60,58,68,61,56,70,61,61,69,0.0,62
26,350000,1,69.0,62.0,57.0,61.0,66.0,65,56,60,58,68,61,56,70,61,61,69,0.0,61
26,350000,1,69.0,62.0,57.0,61.0,66.0,65,56,60,58,68,61,56,70,61,61,69,0.0,60
27,260000,1,68.0,62.0,56.0,57.0,66.0,64,55,57,57,58,61,55,70,60,60,68,40.0,62
27,260000,1,68.0,62.0,56.0,57.0,66.0,64,55,57,57,58,61,55,70,60,60,68,40.0,61
27,260000,1,68.0,62.0,56.0,57.0,66.0,64,55,57,57,58,61,55,70,60,60,68,40.0,60
28,210000,1,66.0,58.0,56.0,58.0,64.0,60,55,59,56,57,67,55,70,59,60,60,88.0,62
28,210000,1,66.0,58.0,56.0,58.0,64.0,60,55,59,56,57,67,55,70,59,60,60,88.0,61
28,210000,1,66.0,58.0,56.0,58.0,64.0,60,55,59,56,57,67,55,70,59,60,60,88.0,60
24,1200000,1,87.0,65.0,53.0,69.0,59.0,70,68,65,70,70,75,55,69,61,66,62,0.0,68
24,1200000,1,87.0,65.0,53.0,69.0,59.0,70,68,65,70,70,75,55,69,61,66,62,0.0,66
24,1200000,1,87.0,65.0,53.0,69.0,59.0,70,68,65,70,70,75,55,69,61,66,62,0.0,63
25,675000,1,71.0,64.0,52.0,66.0,59.0,65,67,64,69,69,75,52,69,59,65,61,57.0,68
25,675000,1,71.0,64.0,52.0,66.0,59.0,65,67,64,69,69,75,52,69,59,65,61,57.0,66
25,675000,1,71.0,64.0,52.0,66.0,59.0,65,67,64,69,69,75,52,69,59,65,61,57.0,63
26,475000,1,68.0,61.0,52.0,63.0,57.0,60,67,64,65,57,75,52,69,59,65,61,57.0,68
26,475000,1,68.0,61.0,52.0,63.0,57.0,60,67,64,65,57,75,52,69,59,65,61,57.0,66
26,475000,1,68.0,61.0,52.0,63.0,57.0,60,67,64,65,57,75,52,69,59,65,61,57.0,63
29,750000,1,60.0,64.0,70.0,70.0,61.0,64,40,73,69,68,79,59,86,64,66,58,63.0,67
29,750000,1,60.0,64.0,70.0,70.0,61.0,64,40,73,69,68,79,59,86,64,66,58,63.0,66
30,600000,1,59.0,64.0,70.0,70.0,59.0,63,40,72,69,68,75,59,90,64,65,58,61.0,67
30,600000,1,59.0,64.0,70.0,70.0,59.0,63,40,72,69,68,75,59,90,64,65,58,61.0,66
28,800000,1,71.0,67.0,60.0,68.0,72.0,66,54,63,71,67,60,65,58,68,64,73,61.0,67
28,800000,1,71.0,67.0,60.0,68.0,72.0,66,54,63,71,67,60,65,58,68,64,73,61.0,68
28,800000,1,71.0,67.0,60.0,68.0,72.0,66,54,63,71,67,60,65,58,68,64,73,61.0,68
29,900000,1,71.0,68.0,61.0,68.0,73.0,68,57,63,71,68,58,63,58,68,66,72,59.0,67
29,900000,1,71.0,68.0,61.0,68.0,73.0,68,57,63,71,68,58,63,58,68,66,72,59.0,68
29,900000,1,71.0,68.0,61.0,68.0,73.0,68,57,63,71,68,58,63,58,68,66,72,59.0,68
30,875000,1,69.0,68.0,61.0,70.0,73.0,68,57,63,71,74,58,63,65,68,66,72,59.0,67
30,875000,1,69.0,68.0,61.0,70.0,73.0,68,57,63,71,74,58,63,65,68,66,72,59.0,68
30,875000,1,69.0,68.0,61.0,70.0,73.0,68,57,63,71,74,58,63,65,68,66,72,59.0,68
25,3800000,1,75.0,69.0,57.0,70.0,71.0,76,88,64,77,79,66,89,62,64,85,64,0.0,73
25,3800000,1,75.0,69.0,57.0,70.0,71.0,76,88,64,77,79,66,89,62,64,85,64,0.0,74
25,3800000,1,75.0,69.0,57.0,70.0,71.0,76,88,64,77,79,66,89,62,64,85,64,0.0,72
25,3800000,1,75.0,69.0,57.0,70.0,71.0,76,88,64,77,79,66,89,62,64,85,64,0.0,72
25,3800000,1,75.0,69.0,57.0,70.0,71.0,76,88,64,77,79,66,89,62,64,85,64,0.0,71
26,4000000,1,76.0,69.0,59.0,68.0,71.0,74,77,67,67,70,66,77,58,62,84,63,70.0,73
26,4000000,1,76.0,69.0,59.0,68.0,71.0,74,77,67,67,70,66,77,58,62,84,63,70.0,74
26,4000000,1,76.0,69.0,59.0,68.0,71.0,74,77,67,67,70,66,77,58,62,84,63,70.0,72
26,4000000,1,76.0,69.0,59.0,68.0,71.0,74,77,67,67,70,66,77,58,62,84,63,70.0,72
26,4000000,1,76.0,69.0,59.0,68.0,71.0,74,77,67,67,70,66,77,58,62,84,63,70.0,71
27,3300000,1,75.0,68.0,59.0,67.0,69.0,74,75,67,67,68,66,75,58,62,76,63,70.0,73
27,3300000,1,75.0,68.0,59.0,67.0,69.0,74,75,67,67,68,66,75,58,62,76,63,70.0,74
27,3300000,1,75.0,68.0,59.0,67.0,69.0,74,75,67,67,68,66,75,58,62,76,63,70.0,72
27,3300000,1,75.0,68.0,59.0,67.0,69.0,74,75,67,67,68,66,75,58,62,76,63,70.0,72
27,3300000,1,75.0,68.0,59.0,67.0,69.0,74,75,67,67,68,66,75,58,62,76,63,70.0,71
28,3200000,1,75.0,68.0,59.0,67.0,69.0,72,75,67,67,68,66,73,58,62,75,63,69.0,73
28,3200000,1,75.0,68.0,59.0,67.0,69.0,72,75,67,67,68,66,73,58,62,75,63,69.0,74
28,3200000,1,75.0,68.0,59.0,67.0,69.0,72,75,67,67,68,66,73,58,62,75,63,69.0,72
28,3200000,1,75.0,68.0,59.0,67.0,69.0,72,75,67,67,68,66,73,58,62,75,63,69.0,72
28,3200000,1,75.0,68.0,59.0,67.0,69.0,72,75,67,67,68,66,73,58,62,75,63,69.0,71
29,2400000,1,74.0,68.0,59.0,65.0,67.0,72,75,67,65,66,66,73,58,62,75,63,69.0,73
29,2400000,1,74.0,68.0,59.0,65.0,67.0,72,75,67,65,66,66,73,58,62,75,63,69.0,74
29,2400000,1,74.0,68.0,59.0,65.0,67.0,72,75,67,65,66,66,73,58,62,75,63,69.0,72
29,2400000,1,74.0,68.0,59.0,65.0,67.0,72,75,67,65,66,66,73,58,62,75,63,69.0,72
29,2400000,1,74.0,68.0,59.0,65.0,67.0,72,75,67,65,66,66,73,58,62,75,63,69.0,71
31,575000,1,65.0,63.0,61.0,64.0,70.0,65,67,65,63,64,71,62,55,54,65,60,67.0,66
28,650000,1,88.0,62.0,59.0,67.0,61.0,60,61,61,67,63,84,61,70,61,61,65,61.0,66
30,500000,1,70.0,63.0,58.0,65.0,71.0,64,62,62,65,64,74,66,72,60,65,73,0.0,65
30,0,1,72.0,62.0,64.0,71.0,64.0,57,57,64,70,74,77,70,64,67,65,60,0.0,66
30,0,1,72.0,62.0,64.0,71.0,64.0,57,57,64,70,74,77,70,64,67,65,60,0.0,66
31,0,1,72.0,62.0,64.0,71.0,64.0,56,56,63,69,73,77,69,64,66,64,59,58.0,66
31,0,1,72.0,62.0,64.0,71.0,64.0,56,56,63,69,73,77,69,64,66,64,59,58.0,66
32,675000,1,83.0,60.0,61.0,71.0,67.0,55,48,68,69,72,86,69,83,66,63,57,0.0,68
32,675000,1,83.0,60.0,61.0,71.0,67.0,55,48,68,69,72,86,69,83,66,63,57,0.0,68
