value_eur,international_reputation,skill_moves,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,skill_dribbling,movement_reactions,mentality_positioning,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,goalkeeping_diving,goalkeeping_positioning,work_rate_rank,overall
1200000,2,1,69.0,79.0,80.0,70.0,33.0,85.0,11,11,73,16,13,54.0,13,11,69,85,4,77
1200000,2,1,69.0,79.0,80.0,70.0,33.0,85.0,11,11,73,16,13,54.0,13,11,69,85,4,76
525000,2,1,69.0,78.0,79.0,70.0,33.0,85.0,11,11,73,16,13,56.0,15,11,69,85,4,79
525000,2,1,69.0,78.0,79.0,70.0,33.0,85.0,11,11,73,16,13,56.0,15,11,69,85,4,79
525000,2,1,69.0,78.0,79.0,70.0,33.0,85.0,11,11,73,16,13,56.0,15,11,69,85,4,77
525000,2,1,69.0,78.0,79.0,70.0,33.0,85.0,11,11,73,16,13,56.0,15,11,69,85,4,76
13000000,3,1,84.0,78.0,64.0,81.0,43.0,80.0,25,25,80,25,28,0.0,25,25,84,84,4,81
13000000,3,1,84.0,78.0,64.0,81.0,43.0,80.0,25,25,80,25,28,0.0,25,25,84,84,4,79
13000000,3,1,84.0,78.0,64.0,81.0,43.0,80.0,25,25,80,25,28,0.0,25,25,84,84,4,77
13000000,3,1,84.0,78.0,64.0,81.0,43.0,80.0,25,25,80,25,28,0.0,25,25,84,84,4,77
13000000,3,1,84.0,78.0,64.0,81.0,43.0,80.0,25,25,80,25,28,0.0,25,25,84,84,4,74
7500000,3,1,77.0,80.0,61.0,75.0,43.0,80.0,14,19,80,7,23,66.0,10,13,81,80,4,81
7500000,3,1,77.0,80.0,61.0,75.0,43.0,80.0,14,19,80,7,23,66.0,10,13,81,80,4,79
7500000,3,1,77.0,80.0,61.0,75.0,43.0,80.0,14,19,80,7,23,66.0,10,13,81,80,4,77
7500000,3,1,77.0,80.0,61.0,75.0,43.0,80.0,14,19,80,7,23,66.0,10,13,81,80,4,77
7500000,3,1,77.0,80.0,61.0,75.0,43.0,80.0,14,19,80,7,23,66.0,10,13,81,80,4,74
4500000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,77,79,4,81
4500000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,77,79,4,79
4500000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,77,79,4,77
4500000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,77,79,4,77
4500000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,77,79,4,74
3600000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,76,79,4,81
3600000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,76,79,4,79
3600000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,76,79,4,77
3600000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,76,79,4,77
3600000,3,1,76.0,80.0,61.0,73.0,43.0,79.0,14,16,77,7,23,65.0,10,13,76,79,4,74
1500000,3,1,71.0,79.0,61.0,71.0,39.0,77.0,14,16,71,7,23,65.0,10,13,71,77,4,81
1500000,3,1,71.0,79.0,61.0,71.0,39.0,77.0,14,16,71,7,23,65.0,10,13,71,77,4,79
1500000,3,1,71.0,79.0,61.0,71.0,39.0,77.0,14,16,71,7,23,65.0,10,13,71,77,4,77
1500000,3,1,71.0,79.0,61.0,71.0,39.0,77.0,14,16,71,7,23,65.0,10,13,71,77,4,77
1500000,3,1,71.0,79.0,61.0,71.0,39.0,77.0,14,16,71,7,23,65.0,10,13,71,77,4,74
525000,1,1,64.0,66.0,57.0,73.0,31.0,70.0,25,25,67,25,29,0.0,25,25,65,71,4,67
525000,1,1,64.0,66.0,57.0,73.0,31.0,70.0,25,25,67,25,29,0.0,25,25,65,71,4,68
525000,1,1,64.0,66.0,57.0,73.0,31.0,70.0,25,25,67,25,29,0.0,25,25,65,71,4,68
550000,1,1,64.0,66.0,57.0,73.0,31.0,70.0,7,11,66,6,20,42.0,15,14,64,70,4,67
550000,1,1,64.0,66.0,57.0,73.0,31.0,70.0,7,11,66,6,20,42.0,15,14,64,70,4,68
550000,1,1,64.0,66.0,57.0,73.0,31.0,70.0,7,11,66,6,20,42.0,15,14,64,70,4,68
210000,1,1,64.0,66.0,57.0,73.0,31.0,70.0,7,11,66,6,20,42.0,15,14,64,70,4,67
210000,1,1,64.0,66.0,57.0,73.0,31.0,70.0,7,11,66,6,20,42.0,15,14,64,70,4,68
210000,1,1,64.0,66.0,57.0,73.0,31.0,70.0,7,11,66,6,20,42.0,15,14,64,70,4,68
725000,1,1,69.0,62.0,67.0,72.0,39.0,68.0,25,25,67,25,25,0.0,25,25,70,69,4,68
725000,1,1,69.0,62.0,67.0,72.0,39.0,68.0,25,25,67,25,25,0.0,25,25,70,69,4,68
725000,1,1,69.0,62.0,67.0,72.0,39.0,68.0,25,25,67,25,25,0.0,25,25,70,69,4,66
725000,1,1,69.0,62.0,67.0,72.0,39.0,68.0,25,25,67,25,25,0.0,25,25,70,69,4,66
725000,1,1,69.0,62.0,67.0,72.0,39.0,68.0,25,25,67,25,25,0.0,25,25,70,69,4,66
700000,1,1,68.0,62.0,67.0,72.0,39.0,67.0,18,16,66,13,15,60.0,15,12,69,68,4,68
700000,1,1,68.0,62.0,67.0,72.0,39.0,67.0,18,16,66,13,15,60.0,15,12,69,68,4,68
700000,1,1,68.0,62.0,67.0,72.0,39.0,67.0,18,16,66,13,15,60.0,15,12,69,68,4,66
700000,1,1,68.0,62.0,67.0,72.0,39.0,67.0,18,16,66,13,15,60.0,15,12,69,68,4,66
700000,1,1,68.0,62.0,67.0,72.0,39.0,67.0,18,16,66,13,15,60.0,15,12,69,68,4,66
400000,1,1,67.0,62.0,66.0,66.0,39.0,66.0,18,16,66,13,15,60.0,15,12,69,67,4,68
400000,1,1,67.0,62.0,66.0,66.0,39.0,66.0,18,16,66,13,15,60.0,15,12,69,67,4,68
400000,1,1,67.0,62.0,66.0,66.0,39.0,66.0,18,16,66,13,15,60.0,15,12,69,67,4,66
400000,1,1,67.0,62.0,66.0,66.0,39.0,66.0,18,16,66,13,15,60.0,15,12,69,67,4,66
400000,1,1,67.0,62.0,66.0,66.0,39.0,66.0,18,16,66,13,15,60.0,15,12,69,67,4,66
375000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,68
375000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,68
375000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,66
375000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,66
375000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,66
350000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,68
350000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,68
350000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,66
350000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,66
350000,1,1,66.0,62.0,66.0,65.0,39.0,66.0,18,16,66,13,15,60.0,15,12,66,66,4,66
550000,2,1,66.0,73.0,68.0,65.0,46.0,71.0,25,25,61,25,25,0.0,25,25,67,72,4,68
10000000,3,1,78.0,79.0,81.0,82.0,40.0,79.0,25,25,73,25,25,0.0,25,25,78,79,4,80
10000000,3,1,78.0,79.0,81.0,82.0,40.0,79.0,25,25,73,25,25,0.0,25,25,78,79,4,81
10000000,3,1,78.0,79.0,81.0,82.0,40.0,79.0,25,25,73,25,25,0.0,25,25,78,79,4,81
11000000,3,1,78.0,79.0,81.0,82.0,40.0,79.0,11,14,73,13,13,60.0,13,13,78,79,4,80
11000000,3,1,78.0,79.0,81.0,82.0,40.0,79.0,11,14,73,13,13,60.0,13,13,78,79,4,81
11000000,3,1,78.0,79.0,81.0,82.0,40.0,79.0,11,14,73,13,13,60.0,13,13,78,79,4,81
4200000,3,1,78.0,79.0,81.0,81.0,40.0,79.0,11,14,73,13,13,60.0,13,13,78,79,4,80
4200000,3,1,78.0,79.0,81.0,81.0,40.0,79.0,11,14,73,13,13,60.0,13,13,78,79,4,81
4200000,3,1,78.0,79.0,81.0,81.0,40.0,79.0,11,14,73,13,13,60.0,13,13,78,79,4,81
1000000,1,1,73.0,66.0,71.0,74.0,44.0,70.0,25,25,62,25,25,0.0,25,25,74,71,4,70
1000000,1,1,73.0,66.0,71.0,74.0,44.0,70.0,25,25,62,25,25,0.0,25,25,74,71,4,74
2400000,1,1,74.0,70.0,69.0,77.0,53.0,75.0,11,13,67,13,16,23.0,12,15,74,75,4,70
2400000,1,1,74.0,70.0,69.0,77.0,53.0,75.0,11,13,67,13,16,23.0,12,15,74,75,4,74
875000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,25,25,64,25,25,0.0,25,25,67,72,4,69
875000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,25,25,64,25,25,0.0,25,25,67,72,4,70
875000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,25,25,64,25,25,0.0,25,25,67,72,4,69
875000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,25,25,64,25,25,0.0,25,25,67,72,4,69
875000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,25,25,64,25,25,0.0,25,25,67,72,4,67
1100000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,69
1100000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,70
1100000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,69
1100000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,69
1100000,1,1,66.0,70.0,64.0,73.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,67
650000,1,1,66.0,68.0,64.0,72.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,69
650000,1,1,66.0,68.0,64.0,72.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,70
650000,1,1,66.0,68.0,64.0,72.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,69
650000,1,1,66.0,68.0,64.0,72.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,69
650000,1,1,66.0,68.0,64.0,72.0,48.0,71.0,10,15,63,14,19,43.0,7,12,66,71,4,67
600000,1,1,66.0,68.0,64.0,71.0,48.0,70.0,10,15,63,14,19,51.0,7,12,66,70,4,69
600000,1,1,66.0,68.0,64.0,71.0,48.0,70.0,10,15,63,14,19,51.0,7,12,66,70,4,70
600000,1,1,66.0,68.0,64.0,71.0,48.0,70.0,10,15,63,14,19,51.0,7,12,66,70,4,69
600000,1,1,66.0,68.0,64.0,71.0,48.0,70.0,10,15,63,14,19,51.0,7,12,66,70,4,69
600000,1,1,66.0,68.0,64.0,71.0,48.0,70.0,10,15,63,14,19,51.0,7,12,66,70,4,67
400000,1,1,64.0,66.0,64.0,68.0,48.0,67.0,10,15,62,14,19,50.0,7,12,64,67,4,69
400000,1,1,64.0,66.0,64.0,68.0,48.0,67.0,10,15,62,14,19,50.0,7,12,64,67,4,70
400000,1,1,64.0,66.0,64.0,68.0,48.0,67.0,10,15,62,14,19,50.0,7,12,64,67,4,69
400000,1,1,64.0,66.0,64.0,68.0,48.0,67.0,10,15,62,14,19,50.0,7,12,64,67,4,69
400000,1,1,64.0,66.0,64.0,68.0,48.0,67.0,10,15,62,14,19,50.0,7,12,64,67,4,67
2400000,2,1,75.0,76.0,71.0,77.0,42.0,74.0,25,25,74,25,25,0.0,25,25,76,75,4,75
2400000,2,1,75.0,76.0,71.0,77.0,42.0,74.0,25,25,74,25,25,0.0,25,25,76,75,4,76
2400000,2,1,75.0,76.0,71.0,77.0,42.0,74.0,25,25,74,25,25,0.0,25,25,76,75,4,73
2400000,2,1,75.0,76.0,71.0,77.0,42.0,74.0,25,25,74,25,25,0.0,25,25,76,75,4,67
2300000,2,1,75.0,76.0,71.0,77.0,42.0,74.0,18,11,73,15,12,46.0,10,13,75,74,4,75
2300000,2,1,75.0,76.0,71.0,77.0,42.0,74.0,18,11,73,15,12,46.0,10,13,75,74,4,76
2300000,2,1,75.0,76.0,71.0,77.0,42.0,74.0,18,11,73,15,12,46.0,10,13,75,74,4,73
2300000,2,1,75.0,76.0,71.0,77.0,42.0,74.0,18,11,73,15,12,46.0,10,13,75,74,4,67
270000,2,1,72.0,71.0,75.0,73.0,42.0,74.0,18,11,73,15,12,46.0,10,13,74,74,4,75
270000,2,1,72.0,71.0,75.0,73.0,42.0,74.0,18,11,73,15,12,46.0,10,13,74,74,4,76
270000,2,1,72.0,71.0,75.0,73.0,42.0,74.0,18,11,73,15,12,46.0,10,13,74,74,4,73
270000,2,1,72.0,71.0,75.0,73.0,42.0,74.0,18,11,73,15,12,46.0,10,13,74,74,4,67
50000,2,1,65.0,65.0,65.0,66.0,41.0,66.0,18,11,67,15,12,59.0,9,13,65,66,4,75
50000,2,1,65.0,65.0,65.0,66.0,41.0,66.0,18,11,67,15,12,59.0,9,13,65,66,4,76
50000,2,1,65.0,65.0,65.0,66.0,41.0,66.0,18,11,67,15,12,59.0,9,13,65,66,4,73
50000,2,1,65.0,65.0,65.0,66.0,41.0,66.0,18,11,67,15,12,59.0,9,13,65,66,4,67
40000,1,1,50.0,53.0,60.0,49.0,22.0,52.0,25,25,57,25,25,0.0,25,25,51,53,4,52
1300000,1,1,71.0,70.0,68.0,75.0,46.0,67.0,25,25,72,25,25,0.0,25,25,72,68,4,71
1300000,1,1,71.0,70.0,68.0,75.0,46.0,67.0,25,25,72,25,25,0.0,25,25,72,68,4,71
1300000,1,1,71.0,70.0,68.0,75.0,46.0,67.0,25,25,72,25,25,0.0,25,25,72,68,4,66
1300000,1,1,71.0,70.0,68.0,75.0,46.0,67.0,25,25,72,25,25,0.0,25,25,72,68,4,65
1300000,1,1,71.0,70.0,68.0,75.0,46.0,67.0,25,25,72,25,25,0.0,25,25,72,68,4,65
1200000,1,1,69.0,70.0,68.0,73.0,46.0,67.0,12,11,71,15,16,55.0,15,15,71,67,4,71
1200000,1,1,69.0,70.0,68.0,73.0,46.0,67.0,12,11,71,15,16,55.0,15,15,71,67,4,71
1200000,1,1,69.0,70.0,68.0,73.0,46.0,67.0,12,11,71,15,16,55.0,15,15,71,67,4,66
1200000,1,1,69.0,70.0,68.0,73.0,46.0,67.0,12,11,71,15,16,55.0,15,15,71,67,4,65
1200000,1,1,69.0,70.0,68.0,73.0,46.0,67.0,12,11,71,15,16,55.0,15,15,71,67,4,65
325000,1,1,65.0,64.0,52.0,68.0,41.0,66.0,12,11,65,8,16,30.0,15,15,68,66,4,71
325000,1,1,65.0,64.0,52.0,68.0,41.0,66.0,12,11,65,8,16,30.0,15,15,68,66,4,71
325000,1,1,65.0,64.0,52.0,68.0,41.0,66.0,12,11,65,8,16,30.0,15,15,68,66,4,66
325000,1,1,65.0,64.0,52.0,68.0,41.0,66.0,12,11,65,8,16,30.0,15,15,68,66,4,65
325000,1,1,65.0,64.0,52.0,68.0,41.0,66.0,12,11,65,8,16,30.0,15,15,68,66,4,65
220000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,71
220000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,71
220000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,66
220000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,65
220000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,65
150000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,71
150000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,71
150000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,66
150000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,65
150000,1,1,65.0,62.0,52.0,67.0,41.0,65.0,12,11,65,8,16,30.0,14,15,65,65,4,65
575000,1,1,60.0,65.0,58.0,70.0,23.0,73.0,25,25,73,25,25,0.0,25,25,61,74,4,67
575000,1,1,60.0,65.0,58.0,70.0,23.0,73.0,25,25,73,25,25,0.0,25,25,61,74,4,66
575000,1,1,60.0,65.0,58.0,70.0,23.0,73.0,25,25,73,25,25,0.0,25,25,61,74,4,65
575000,1,1,60.0,65.0,58.0,70.0,23.0,73.0,25,25,73,25,25,0.0,25,25,61,74,4,64
575000,1,1,60.0,65.0,58.0,70.0,23.0,73.0,25,25,73,25,25,0.0,25,25,61,74,4,63
475000,1,1,55.0,72.0,74.0,59.0,23.0,70.0,16,22,68,14,20,53.0,14,13,55,70,4,67
475000,1,1,55.0,72.0,74.0,59.0,23.0,70.0,16,22,68,14,20,53.0,14,13,55,70,4,66
475000,1,1,55.0,72.0,74.0,59.0,23.0,70.0,16,22,68,14,20,53.0,14,13,55,70,4,65
475000,1,1,55.0,72.0,74.0,59.0,23.0,70.0,16,22,68,14,20,53.0,14,13,55,70,4,64
475000,1,1,55.0,72.0,74.0,59.0,23.0,70.0,16,22,68,14,20,53.0,14,13,55,70,4,63
270000,1,1,55.0,70.0,72.0,59.0,23.0,69.0,16,22,68,14,20,53.0,14,13,55,69,4,67
270000,1,1,55.0,70.0,72.0,59.0,23.0,69.0,16,22,68,14,20,53.0,14,13,55,69,4,66
270000,1,1,55.0,70.0,72.0,59.0,23.0,69.0,16,22,68,14,20,53.0,14,13,55,69,4,65
270000,1,1,55.0,70.0,72.0,59.0,23.0,69.0,16,22,68,14,20,53.0,14,13,55,69,4,64
270000,1,1,55.0,70.0,72.0,59.0,23.0,69.0,16,22,68,14,20,53.0,14,13,55,69,4,63
180000,1,1,55.0,67.0,67.0,59.0,23.0,66.0,16,22,68,14,20,53.0,26,13,55,69,4,67
180000,1,1,55.0,67.0,67.0,59.0,23.0,66.0,16,22,68,14,20,53.0,26,13,55,69,4,66
180000,1,1,55.0,67.0,67.0,59.0,23.0,66.0,16,22,68,14,20,53.0,26,13,55,69,4,65
180000,1,1,55.0,67.0,67.0,59.0,23.0,66.0,16,22,68,14,20,53.0,26,13,55,69,4,64
180000,1,1,55.0,67.0,67.0,59.0,23.0,66.0,16,22,68,14,20,53.0,26,13,55,69,4,63
100000,1,1,55.0,65.0,64.0,59.0,23.0,66.0,16,22,68,14,20,53.0,22,13,55,66,4,67
100000,1,1,55.0,65.0,64.0,59.0,23.0,66.0,16,22,68,14,20,53.0,22,13,55,66,4,66
100000,1,1,55.0,65.0,64.0,59.0,23.0,66.0,16,22,68,14,20,53.0,22,13,55,66,4,65
100000,1,1,55.0,65.0,64.0,59.0,23.0,66.0,16,22,68,14,20,53.0,22,13,55,66,4,64
100000,1,1,55.0,65.0,64.0,59.0,23.0,66.0,16,22,68,14,20,53.0,22,13,55,66,4,63
40000,1,1,60.0,65.0,56.0,55.0,30.0,65.0,16,20,55,8,7,24.0,16,10,60,65,4,61
190000,1,1,57.0,61.0,66.0,61.0,35.0,70.0,12,16,69,16,17,47.0,12,15,57,70,4,64
190000,1,1,57.0,61.0,66.0,61.0,35.0,70.0,12,16,69,16,17,47.0,12,15,57,70,4,63
190000,1,1,57.0,61.0,66.0,61.0,35.0,70.0,12,16,69,16,17,47.0,12,15,57,70,4,62
20000,1,1,56.0,59.0,64.0,59.0,35.0,69.0,12,16,67,16,17,47.0,11,15,56,69,4,64
20000,1,1,56.0,59.0,64.0,59.0,35.0,69.0,12,16,67,16,17,47.0,11,15,56,69,4,63
20000,1,1,56.0,59.0,64.0,59.0,35.0,69.0,12,16,67,16,17,47.0,11,15,56,69,4,62
30000,1,1,56.0,58.0,64.0,59.0,35.0,67.0,12,16,67,16,17,47.0,11,15,56,67,4,64
30000,1,1,56.0,58.0,64.0,59.0,35.0,67.0,12,16,67,16,17,47.0,11,15,56,67,4,63
30000,1,1,56.0,58.0,64.0,59.0,35.0,67.0,12,16,67,16,17,47.0,11,15,56,67,4,62
550000,1,1,66.0,65.0,54.0,75.0,43.0,70.0,12,15,58,13,22,0.0,7,12,66,70,4,67
550000,1,1,66.0,65.0,54.0,75.0,43.0,70.0,12,15,58,13,22,0.0,7,12,66,70,4,65
550000,1,1,66.0,65.0,54.0,75.0,43.0,70.0,12,15,58,13,22,0.0,7,12,66,70,4,63
375000,1,1,64.0,65.0,58.0,64.0,43.0,66.0,12,15,58,13,22,54.0,7,12,66,70,4,67
375000,1,1,64.0,65.0,58.0,64.0,43.0,66.0,12,15,58,13,22,54.0,7,12,66,70,4,65
375000,1,1,64.0,65.0,58.0,64.0,43.0,66.0,12,15,58,13,22,54.0,7,12,66,70,4,63
150000,1,1,61.0,63.0,55.0,64.0,43.0,65.0,12,15,58,13,22,54.0,7,12,63,65,4,67
150000,1,1,61.0,63.0,55.0,64.0,43.0,65.0,12,15,58,13,22,54.0,7,12,63,65,4,65
150000,1,1,61.0,63.0,55.0,64.0,43.0,65.0,12,15,58,13,22,54.0,7,12,63,65,4,63
950000,1,1,73.0,69.0,66.0,68.0,44.0,74.0,25,25,67,25,32,0.0,25,25,74,75,4,70
950000,1,1,73.0,69.0,66.0,68.0,44.0,74.0,25,25,67,25,32,0.0,25,25,74,75,4,72
950000,1,1,73.0,69.0,66.0,68.0,44.0,74.0,25,25,67,25,32,0.0,25,25,74,75,4,74
1400000,1,1,74.0,71.0,72.0,75.0,47.0,74.0,14,10,60,11,16,32.0,10,15,75,75,4,70
1400000,1,1,74.0,71.0,72.0,75.0,47.0,74.0,14,10,60,11,16,32.0,10,15,75,75,4,72
1400000,1,1,74.0,71.0,72.0,75.0,47.0,74.0,14,10,60,11,16,32.0,10,15,75,75,4,74
1300000,1,1,77.0,71.0,70.0,79.0,50.0,75.0,14,10,64,11,16,32.0,10,15,78,75,4,70
1300000,1,1,77.0,71.0,70.0,79.0,50.0,75.0,14,10,64,11,16,32.0,10,15,78,75,4,72
1300000,1,1,77.0,71.0,70.0,79.0,50.0,75.0,14,10,64,11,16,32.0,10,15,78,75,4,74
775000,2,1,75.0,61.0,56.0,80.0,48.0,63.0,25,25,77,25,28,0.0,25,25,76,64,4,70
775000,2,1,75.0,61.0,56.0,80.0,48.0,63.0,25,25,77,25,28,0.0,25,25,76,64,4,69
450000,1,1,68.0,63.0,56.0,75.0,48.0,70.0,14,25,73,13,27,67.0,11,13,74,77,4,70
450000,1,1,68.0,63.0,56.0,75.0,48.0,70.0,14,25,73,13,27,67.0,11,13,74,77,4,69
100000,1,1,60.0,58.0,60.0,56.0,38.0,62.0,25,25,64,25,25,0.0,25,25,64,63,4,59
100000,1,1,60.0,58.0,60.0,56.0,38.0,62.0,25,25,64,25,25,0.0,25,25,64,63,4,61
100000,1,1,60.0,58.0,60.0,56.0,38.0,62.0,25,25,64,25,25,0.0,25,25,64,63,4,59
100000,1,1,60.0,58.0,60.0,56.0,38.0,62.0,25,25,64,25,25,0.0,25,25,64,63,4,59
130000,1,1,60.0,58.0,61.0,60.0,38.0,62.0,15,12,61,16,24,40.0,13,11,62,62,4,59
130000,1,1,60.0,58.0,61.0,60.0,38.0,62.0,15,12,61,16,24,40.0,13,11,62,62,4,61
130000,1,1,60.0,58.0,61.0,60.0,38.0,62.0,15,12,61,16,24,40.0,13,11,62,62,4,59
130000,1,1,60.0,58.0,61.0,60.0,38.0,62.0,15,12,61,16,24,40.0,13,11,62,62,4,59
20000,1,1,59.0,56.0,52.0,60.0,38.0,60.0,15,12,58,16,24,40.0,13,11,61,60,4,59
20000,1,1,59.0,56.0,52.0,60.0,38.0,60.0,15,12,58,16,24,40.0,13,11,61,60,4,61
20000,1,1,59.0,56.0,52.0,60.0,38.0,60.0,15,12,58,16,24,40.0,13,11,61,60,4,59
20000,1,1,59.0,56.0,52.0,60.0,38.0,60.0,15,12,58,16,24,40.0,13,11,61,60,4,59
10000,1,1,59.0,56.0,52.0,60.0,38.0,60.0,15,12,58,16,24,40.0,16,11,59,60,4,59
10000,1,1,59.0,56.0,52.0,60.0,38.0,60.0,15,12,58,16,24,40.0,16,11,59,60,4,61
10000,1,1,59.0,56.0,52.0,60.0,38.0,60.0,15,12,58,16,24,40.0,16,11,59,60,4,59
10000,1,1,59.0,56.0,52.0,60.0,38.0,60.0,15,12,58,16,24,40.0,16,11,59,60,4,59
550000,1,1,68.0,67.0,65.0,71.0,34.0,66.0,25,25,61,25,25,0.0,25,25,69,67,4,67
550000,1,1,68.0,67.0,65.0,71.0,34.0,66.0,25,25,61,25,25,0.0,25,25,69,67,4,64
300000,1,1,62.0,65.0,64.0,64.0,34.0,64.0,18,10,57,8,18,41.0,13,15,62,64,4,67
300000,1,1,62.0,65.0,64.0,64.0,34.0,64.0,18,10,57,8,18,41.0,13,15,62,64,4,64
1100000,1,1,68.0,72.0,68.0,74.0,42.0,72.0,25,25,65,25,25,0.0,25,25,69,74,4,71
1100000,1,1,68.0,72.0,68.0,74.0,42.0,72.0,25,25,65,25,25,0.0,25,25,69,74,4,72
1100000,1,1,68.0,72.0,68.0,74.0,42.0,72.0,25,25,65,25,25,0.0,25,25,69,74,4,71
1200000,1,1,68.0,72.0,68.0,74.0,41.0,72.0,13,12,64,15,14,58.0,11,12,68,72,4,71
1200000,1,1,68.0,72.0,68.0,74.0,41.0,72.0,13,12,64,15,14,58.0,11,12,68,72,4,72
1200000,1,1,68.0,72.0,68.0,74.0,41.0,72.0,13,12,64,15,14,58.0,11,12,68,72,4,71
325000,1,1,67.0,72.0,67.0,72.0,31.0,73.0,13,12,64,15,14,58.0,11,12,68,74,4,71
325000,1,1,67.0,72.0,67.0,72.0,31.0,73.0,13,12,64,15,14,58.0,11,12,68,74,4,72
325000,1,1,67.0,72.0,67.0,72.0,31.0,73.0,13,12,64,15,14,58.0,11,12,68,74,4,71
650000,1,1,67.0,64.0,73.0,72.0,35.0,65.0,25,25,75,25,32,0.0,25,25,68,66,4,68
650000,1,1,67.0,64.0,73.0,72.0,35.0,65.0,25,25,75,25,32,0.0,25,25,68,66,4,71
650000,1,1,67.0,64.0,73.0,72.0,35.0,65.0,25,25,75,25,32,0.0,25,25,68,66,4,70
650000,1,1,67.0,64.0,73.0,72.0,35.0,65.0,25,25,75,25,32,0.0,25,25,68,66,4,72
650000,1,1,67.0,64.0,73.0,72.0,35.0,65.0,25,25,75,25,32,0.0,25,25,68,66,4,73
1200000,1,1,72.0,68.0,73.0,73.0,35.0,66.0,13,19,74,9,31,30.0,22,13,74,67,4,68
1200000,1,1,72.0,68.0,73.0,73.0,35.0,66.0,13,19,74,9,31,30.0,22,13,74,67,4,71
1200000,1,1,72.0,68.0,73.0,73.0,35.0,66.0,13,19,74,9,31,30.0,22,13,74,67,4,70
1200000,1,1,72.0,68.0,73.0,73.0,35.0,66.0,13,19,74,9,31,30.0,22,13,74,67,4,72
